,HMC,BBY,BLNK,ANTM,KO,CTVA,CVS,LEVI,SAM,EPC,ETSY,EXC,F,FOSL,FMS,GME,CL,HP,SJM,EPC,VFC,SIG,LULU,MSFT,TAP,OC,PEP,PFE,RL,RDFN,SAP,BNS,SIX,SBUX,TGT,TD,CLX,CZR,HSY,VFC,UL,UPWK,VZ,VRTX,FB,SPY
2019-06-05,0.005886970172684469,-0.01094776352830773,-0.012931034482758563,-0.010185483006325824,0.016000000000000014,0.01783114992721968,-0.02654219293428528,-0.006052141527001842,0.013506884259410601,-0.012040133779264162,0.004738562091503251,0.02073496202011893,-0.015120967741935498,-0.02867072111207647,-0.006367736800212076,-0.3534657893055644,0.01510446075663463,0.013113451221935302,0.005216693418940599,-0.012040133779264162,0.007754670426506793,-0.05401459854014601,0.02764949674363515,0.02134740259740253,-0.00982758620689661,0.013894324853229056,0.018131101813110284,0.00663035756571162,-0.0071549950809408625,-0.017199017199017286,0.003417309067790031,-0.0034429992348889993,0.0013677217663150554,0.018339276617422184,-0.0048905449464369255,0.004660333393081251,0.017148841471396725,0.0022222222222221255,0.02200856305866461,0.007754670426506793,0.005050505050504972,-0.017349063150589816,0.014585556741373074,0.011619080983242824,0.003760744985673359,0.008484243547697057
2019-06-06,-0.00702301989855636,-0.014705882352941124,0.013100436681222627,0.0019497400346621951,0.012007874015748099,-0.03861279942795848,0.018051899210229427,-0.024824355971897027,0.03249435301710246,0.02098849018280302,0.007806147341030911,0.01045856798069189,-0.0020470829068577334,-0.0429338103756709,0.001602136181575231,0.009861465188435004,0.016687526074259607,0.0041184545989410015,-0.022514970059880235,0.02098849018280302,-0.015389996502273462,-0.01440329218107006,-0.018033070231030734,0.016450766907732728,0.005049625631203147,0.024126616483304275,0.004566210045662045,0.005880969183721385,-0.013872624087920116,0.004999999999999893,0.0018216378900679508,0.0051823416506717734,0.008390243902439032,0.018134067033516832,0.003159372805991323,0.0061552185548618965,0.022908622908622833,0.012195121951219745,0.008672644421578779,-0.015389996502273462,0.0063219322418544,0.012711864406779627,0.008853436185133345,-0.03139789911116242,0.0010110020814748655,0.006504065040650486
2019-06-07,0.0051080550098232536,0.022628791526239755,0.02155172413793105,0.0022342342342343002,0.0012701808986579355,-0.021569356638155512,-0.00406353897303291,0.0074447646493756015,0.0012188642685251327,0.01889920424403191,0.030982733580764865,-0.005573248407643283,0.0005128205128206442,0.03738317757009346,0.0026659557451347293,-0.019569471624266255,0.012036657092052927,0.013085937499999867,0.016989300008168007,0.01889920424403191,0.002960331557134488,0.029227557411273475,0.01162285848392397,0.027365129007036693,-0.012820512820512886,-0.008669430833019187,0.010984848484848486,0.00374181478016844,0.012971590390061127,0.04850746268656714,0.024665981500514134,0.011647890013366524,0.003095975232198178,0.0130205134504362,0.013064271550215611,0.005408280875964122,-0.014783593356819336,0.035049288061336004,0.005610609151850632,0.002960331557134488,0.007248711340206215,0.002789400278940146,-0.005821530975758105,0.03390537480634004,0.029824144486692017,0.010149610170681944
2019-06-10,0.0050820953870212016,0.02259887005649719,0.06751054852320659,0.014166546814324832,-0.0020456413075785607,-0.038008361839604765,0.020400593471810113,0.03218116805721083,-0.00749157198152095,-0.010738691832085978,0.022069181405540705,-0.00820656525220187,0.005658636596617139,-0.018018018018017945,0.007178941770805691,0.08782435129740529,-0.01310987971347477,-0.023327549643339163,-0.015179503654324966,-0.010738691832085978,0.011570247933884392,-0.03144016227180513,-0.006211540357613066,0.00913242009132409,-0.03931203931203919,0.018250950570342317,0.0009741476208320332,0.0030288909599254232,0.024889530165028484,0.07354685646500614,-0.0014659362703497436,0.005662514156285381,0.016010802469135665,-0.006669091790954207,0.00794473229706405,0.0024691358024691024,0.001021646127322695,0.035978835978836,-0.009709441344830094,0.011570247933884392,-0.004158004158004158,0.04659248956884565,-0.018703023946862407,-0.003976716039421291,0.008595823237567801,0.004521433786461859
2019-06-11,0.010112796577207206,0.005524861878453136,0.04347826086956541,0.004928029497270003,-0.0011679968853415268,-0.014223627024891328,-0.019265721555797977,-0.03418013856812929,0.0488740722103409,0.0009868421052632304,0.028943338437978472,-0.0068617558022199265,0.011192432366312621,0.006422018348623881,0.012494720168954476,0.047706422018348515,0.004108463434675302,0.013422818791946511,0.003832979938019898,0.0009868421052632304,-0.0025676937441644343,0.03717277486910975,0.0017508024511234677,-0.0037707390648566985,-0.0020094994519547216,-0.014563106796116498,-0.0029944602485402205,-0.008826945412311216,0.0016717993840738021,-0.018232044198895125,-0.008035852263946763,-0.0009384384384385491,-0.02961837858363403,0.0054931640625,0.0038839387708475837,0.0022871217452498094,-0.004082413727116263,-0.010214504596527063,0.001097534206482731,-0.0025676937441644343,0.006102457041914144,0.0053156146179402786,0.01211257570359825,-0.00474482120124986,0.018818280615454874,-0.00014017211751615744
2019-06-12,-0.012706969580284833,-0.016330891330891273,0.05303030303030298,-0.008184865055565371,0.006626388618202972,0.00681362725450918,-0.005374351371386199,-0.017694882831181258,0.01406296851574207,-0.0046007229707525354,0.029617502604554424,0.025198130461288493,-0.006048387096774244,-0.03372835004557895,-0.028245287889177573,-0.03677758318739055,-0.0036824877250408727,-0.03700818075574608,0.006255585344057124,-0.0046007229707525354,-0.00807395272642164,-0.05653710247349808,-0.00395980192251677,-0.00461771385314147,0.004393190554640158,-0.051724137931034586,-0.00022525904790504647,0.010077337707991463,-0.01036542515811667,-0.005064715813168252,-0.000623150023367991,-0.010896111215479953,0.007826257092545363,0.006919995143862989,0.004551661356395176,-0.012462699666491162,0.005059885992442226,0.011351909184726727,0.01037859961993881,-0.00807395272642164,0.008140462889066225,-0.03899537343027104,0.009855684618092164,-0.007965116279069817,-0.017235571524814697,-0.0018346083284294101
2019-06-13,0.003900156006240163,0.02172226532195487,0.003597122302158251,0.014832995411375505,-0.010067763794772477,-0.005374203821656098,0.0171417924352526,0.03213242453748788,0.010792749637777543,0.02310993727302746,0.012575888985255634,-0.005351833498513425,0.020283975659229236,0.008490566037735903,0.004561309364099708,0.036363636363636376,-0.004038329911019822,0.015978964401294427,-0.0025028257710317803,0.02310993727302746,0.024419016161377982,0.023006955591225342,0.021113023724003588,0.006312267092554391,0.004373974849644746,0.019380619380619413,-0.0015771686068344337,-0.013689095127610296,-0.0004438132433871589,0.020361990950226172,0.0037412314886982045,0.001519468186134798,-0.012424771888953634,0.005063901615625754,0.00033982782057084826,0.0021329541414860653,-0.006308947234259343,0.0020408163265306367,-0.004123263888889062,0.024419016161377982,-0.007599746675110763,0.07819119669876207,0.004356918787033814,-0.010431928734689122,0.01393887460725507,0.00447357469829357
2019-06-14,-0.015928515928515963,0.002885345482156687,-0.057347670250896154,0.00014020329477726357,0.0037160179933501958,0.007996798078847345,-0.007510533064663871,0.01745283018867938,-0.00807395272642164,-0.012262020006453711,-0.032548179871520366,0.012554802710243118,-0.006958250497017926,-0.04583723105706272,-0.0013354700854699697,-0.010526315789473717,0.008178132087141687,-0.03643241090981486,-0.0019425333872925554,-0.012262020006453711,0.0048364808843850415,-0.060669456066945626,0.012200710276091264,0.0011336154776300233,-0.020322990382870554,-0.015876127009016083,-0.0014292161877538234,0.005880969183721385,-0.004528905070597666,-0.0077605321507761005,-0.008386395403012892,-0.00189645363170865,0.01258108905052091,0.010676583493282266,-0.005775110406522566,0.003724725079815583,0.005964214711729587,-0.0010183299389001643,0.0044308854507155715,0.0048364808843850415,-0.001116783663050458,-0.025955386587909635,0.011278847822314697,0.008172934557299394,0.021635021691363,-0.0015881235974450902
2019-06-17,0.009080142123963686,0.00923682616596011,0.034220532319391817,0.007429732950164691,-0.008573655494933718,0.03157460055271444,0.006459948320413522,0.012517385257301727,-0.004482717942668302,-0.00947402809539366,0.010033938320791025,-0.007478842747490666,0.006006006006006093,0.0235294117647058,0.010163145225996262,0.012411347517730542,0.0008179959100205192,0.006818181818181834,-0.007379774551942275,-0.00947402809539366,-0.0009168003667201496,0.016703786191536896,0.038141587912398744,0.003170529176417247,-0.005927023522874664,-0.019717187811193027,-0.0018079096045198195,0.0025724976613656914,0.0018733273862623356,0.01787709497206702,0.00587314017227869,0.00019000570017091434,0.01048340128130465,-0.014836795252225476,-0.007517084282460118,0.00035341933203736353,-0.013005227591482926,0.0050968399592252744,-0.004194388197859555,-0.0009168003667201496,-0.0022360645264334345,0.00982318271119853,-0.01115305422100199,0.021030370674969268,0.0425191639552196,0.0008644835575226661
2019-06-18,0.012519561815336422,0.030307576894223587,-0.007352941176470562,0.0030265080359006546,-0.0045204402515723885,0.050808314087759765,0.0023840088024940087,-0.0022893772893772812,0.0024588221353241124,0.0032981530343008103,-0.022205989773557255,-0.010509617291294848,0.004975124378109319,0.019157088122605526,0.01429706115965046,0.003502626970227851,-0.006947282386595699,0.01641699158629195,-0.014705882352941235,0.0032981530343008103,0.01296168846065604,-0.013691128148959453,0.025292995366585025,0.01723229738881793,0.008198248555990162,0.001015847216578658,-0.0029431741000678358,0.004898530440867743,0.009349122963226764,0.015367727771679496,0.025924484235110956,0.01006838905775087,-0.008261287223823244,-0.0009638554216867545,-0.007688776681202714,0.01501501501501501,-0.007492572019118904,0.009127789046653234,0.0039215686274511885,0.01296168846065604,-0.002241075716343799,-0.016861219195849486,-0.004858580600381801,0.024106783269086884,-0.002750740584003264,0.00984660033167506
