,HMC,UL,BBY,BLNK,ANTM,KO,CTVA,CVS,EPC,ETSY,EXC,F,FOSL,FMS,GME,CL,HP,SJM,EPC,VFC,SIG,LEVI,LULU,MSFT,TAP,OC,PEP,PFE,RL,RDFN,SAM,SAP,BNS,SIX,SBUX,TGT,TD,CLX,CZR,HSY,VFC,UPWK,VZ,VRTX,FB,WBA,WSFS,SPY
2020-10-21,24.8,61.58,118.61,8.58,296.16,49.98,32.89,59.22,28.54,133.01,42.14,7.84,5.76,39.73,14.095,80.19,14.52,114.44,28.54,72.75,24.03,16.29,325.45,214.785,34.59,72.47,139.51,37.07,75.01,45.15,912.24,148.41,42.33,20.11,88.25,163.29,45.01,211.38,52.45,145.53,72.75,19.74,56.75,211.38,278.7,37.39,30.41,342.69
2020-10-22,24.62,61.59,117.46,8.59,305.17,50.67,33.14,59.47,28.19,135.94,42.23,8.22,6.3,40.14,14.91,79.29,15.2,115.64,28.19,73.96,24.59,16.55,325.94,214.84,35.3,71.54,139.62,37.43,77.11,45.87,918.09,147.54,42.93,21.91,89.375,159.6,45.67,209.76,54.06,145.44,73.96,19.92,57.32,210.07,278.12,37.52,31.99,344.63
2020-10-23,24.78,61.33,118.2,8.59,310.72,50.525,33.17,60.23,28.39,137.845,42.205,8.17,6.08,40.88,15.03,79.35,15.64,115.55,28.39,74.83,26.54,16.83,333.91,216.26,35.7,71.0,139.51,38.19,77.41,44.955,1091.11,149.57,43.53,22.68,90.79,160.23,46.06,211.19,54.65,146.3,74.83,19.72,57.97,211.58,284.83,38.05,32.09,345.76
2020-10-26,24.46,60.75,114.43,8.0,299.71,49.81,32.7,59.58,28.45,139.73,41.7,8.03,6.23,40.61,13.495,78.71,14.97,115.1,28.45,73.745,25.67,16.27,331.77,210.15,34.9,69.28,138.1,37.97,76.8,43.905,1046.1,114.92,42.93,21.88,89.66,157.89,45.28,212.89,51.75,144.2,73.745,18.97,57.82,207.15,277.12,37.21,32.13,339.415
2020-10-27,24.12,61.01,113.59,8.0389,298.41,49.89,32.34,58.14,28.15,145.77,41.14,7.92,6.4,41.01,12.7,78.85,14.98,113.12,28.15,72.38,25.33,16.52,333.67,213.15,33.81,68.84,139.12,37.42,74.52,43.27,1077.78,114.485,42.31,21.7,90.05,157.03,44.59,214.18,48.49,142.5,72.38,19.2,57.37,212.19,283.29,35.98,30.63,338.25
2020-10-28,23.26,58.37,111.16,7.46,285.92,47.97,31.87,56.585,27.46,139.7,39.5718,7.72,5.74,39.87,11.81,76.88,14.25,111.26,27.46,68.41,23.86,15.86,329.51,202.71,32.96,65.1,134.17,35.445,74.38,44.07,1060.36,108.11,40.78,20.04,87.2,155.28,43.43,209.99,45.25,138.39,68.41,19.1,56.37,208.7,267.55,34.59,30.05,326.67
2020-10-29,23.8,57.69,112.23,8.04,273.26,48.01,32.51,55.93,26.75,132.36,40.16,7.9,6.11,39.06,11.73,76.71,14.29,111.28,26.75,68.86,24.19,16.21,329.98,204.39,33.36,67.3,133.95,35.27,70.59,44.87,1055.51,108.63,41.47,20.9,88.29,154.26,44.12,208.78,46.12,137.78,68.86,18.89,56.75,207.0,279.82,33.51,31.1,329.99
2020-10-30,23.63,56.83,111.56,7.7695,272.94,48.07,32.98,56.11,26.22,121.6,39.93,7.7246,5.72,38.23,10.4679,78.91,14.87,112.22,26.22,67.22,22.27,15.7827,319.67,202.58,35.29,65.37,133.58,35.485,66.84,41.75,1041.32,106.75,41.56,21.6,86.95,152.28,44.24,207.43,44.94,137.49,67.22,18.47,56.99,208.36,263.75,34.04,31.75,326.53
2020-11-02,24.24,57.83,115.72,8.19,278.46,48.63,33.48,58.0934,26.71,126.47,40.94,7.71,5.73,38.11,10.75,80.15,15.68,116.7,26.71,68.77,22.71,15.82,315.33,202.32,37.52,68.1,135.18,36.23,67.43,43.03,1039.99,105.83,42.04,21.77,85.97,154.36,44.58,216.07,46.69,140.77,68.77,18.84,57.71,207.43,261.48,35.79,32.99,330.21
2020-11-03,24.49,58.96,118.82,9.11,293.46,49.34,32.94,59.46,27.63,130.45,42.46,7.885,6.29,38.94,11.56,83.11,15.77,116.97,27.63,70.72,22.43,16.08,327.0,206.12,38.68,66.91,136.94,36.19,69.1,43.47,1002.42,109.71,42.84,23.07,88.35,156.74,45.6,212.19,50.05,142.84,70.72,19.58,57.75,211.01,265.08,37.36,34.39,335.97
2020-11-04,24.37,60.18,119.86,8.93,328.01,49.17,32.79,60.4,27.24,136.2,42.22,7.64,5.9,41.26,10.9,83.87,15.6,114.58,27.24,69.63,21.68,15.64,340.64,216.32,37.28,70.09,137.79,37.3499,68.75,47.41,1023.33,112.45,42.94,23.29,89.77,156.62,45.51,213.09,52.13,143.94,69.63,20.21,57.22,215.09,287.45,36.29,31.73,343.495
2020-11-05,24.86,60.85,122.99,9.67,319.6,49.44,33.94,61.43,28.3,143.64,43.07,7.98,6.31,41.99,11.46,83.0,15.61,115.81,28.3,71.4,23.42,16.14,347.18,223.29,38.25,70.89,138.05,36.39,69.89,47.81,1025.23,115.68,43.41,24.57,90.62,158.63,45.54,212.98,56.0,144.62,71.4,29.02,58.15,219.48,294.715,37.54,32.4,350.21
2020-11-06,26.37,61.44,123.07,9.93,313.32,49.46,33.71,64.99,28.82,146.31,42.83,7.79,5.94,41.42,11.87,83.03,15.15,116.63,28.82,70.01,22.48,15.57,344.25,223.62,38.32,69.02,138.37,36.3998,68.19,45.11,1061.66,115.13,43.31,24.97,90.65,161.51,45.63,218.11,56.94,149.34,70.01,29.265,58.54,220.28,293.41,37.3,32.05,350.19
2020-11-09,27.55,61.23,111.08,9.25,322.06,52.57,34.64,67.55,30.58,121.21,43.33,8.2,6.45,42.97,11.5,81.78,17.51,113.24,30.58,77.81,24.6,16.5,326.96,218.34,41.16,66.11,138.41,39.195,81.74,39.35,949.25,115.22,45.95,29.4,95.84,154.87,48.31,194.98,63.08,149.82,77.81,27.98,59.85,222.86,278.58,39.785,37.45,354.54
2020-11-10,28.06,61.93,112.63,9.465,328.82,54.1,36.24,70.27,31.54,119.4262,42.99,8.38,6.29,43.51,11.11,83.33,17.4,117.66,31.54,77.53,25.77,17.32,321.86,211.02,42.81,68.23,141.72,38.68,81.35,39.23,916.9,116.76,47.0,29.53,93.92,158.01,49.36,198.13,60.27,152.25,77.53,27.14,61.14,215.55,272.43,42.33,38.46,354.07
2020-11-11,28.35,62.95,114.57,10.19,323.38,53.58,36.62,69.51,32.38,130.59,43.83,8.33,5.95,43.2,11.76,84.94,17.28,119.76,32.38,76.99,25.13,16.84,336.73,216.4,42.37,69.26,143.94,38.52,76.25,42.28,957.82,119.59,47.08,28.04,95.03,159.69,49.75,202.67,59.0,153.69,76.99,30.969,61.01,216.73,276.35,41.44,37.35,356.62
2020-11-12,27.79,62.72,114.05,10.43,329.93,53.03,35.05,69.391,33.88,127.01,42.7,8.21,7.41,42.36,11.14,84.73,16.54,117.82,33.88,76.19,24.8,16.46,329.64,215.47,42.21,68.64,143.72,37.55,74.23,43.7,954.06,117.44,46.34,27.34,93.55,159.47,49.08,207.3,57.74,153.56,76.19,30.66,60.8,218.19,275.08,40.77,36.54,353.28
2020-11-13,28.205,62.61,114.33,9.6634,331.41,53.195,36.03,70.7143,35.22,124.9,42.88,8.49,7.805,42.85,11.115,85.035,17.265,118.885,35.22,79.2787,26.05,17.2219,326.105,217.31,44.17,71.17,144.771,38.47,77.55,43.01,936.53,120.03,46.39,28.64,95.51,162.75,49.45,206.41,61.13,153.0533,79.2787,30.94,60.93,226.525,277.27,42.635,37.74,357.33
2020-11-16,29.48,60.99,118.73,10.92,333.17,53.34,37.05,73.12,36.42,125.13,42.7242,8.74,9.296,43.09,12.07,85.94,18.55,120.13,36.42,82.27,26.8,17.7,330.81,217.39,44.92,71.11,144.7237,37.35,79.34,,945.7,118.63,47.42,28.8,97.18,165.24,50.54,206.7771,63.19,154.39,82.27,33.08,60.875,224.51,276.44,44.1649,39.35,362.43
2020-11-17,29.19,60.28,119.02,14.12,329.84,53.72,37.05,67.15,36.67,128.91,43.08,8.745,10.7,42.69,11.64,85.38,18.96,118.4,36.67,85.1,28.66,18.23,338.4,214.47,45.13,71.01,145.24,36.04,84.11,43.81,963.86,117.0,47.38,29.77,98.63,163.29,51.32,209.22,63.9,152.96,85.1,34.57,60.77,223.05,274.95,39.85,39.16,360.64
2020-11-18,28.58,59.46,117.78,14.78,322.38,52.6,36.69,66.35,34.65,127.01,42.7,8.82,10.67,42.31,11.58,84.6,19.77,115.73,34.65,85.54,26.97,18.72,336.56,210.97,43.53,72.57,143.36,36.31,81.79,42.01,917.38,117.93,48.06,29.42,97.94,166.85,52.21,204.92,63.83,150.63,85.54,33.85,60.32,216.34,271.85,38.23,38.485,356.29
2020-11-19,28.45,59.17,118.82,18.32,311.86,53.14,36.96,66.07,35.16,134.52,42.35,8.82,11.9,42.49,12.46,85.38,20.76,116.99,35.16,84.95,28.72,18.92,344.34,212.31,44.06,72.49,143.37,36.18,80.59,43.28,930.12,118.58,48.26,29.4,97.75,171.43,52.49,202.45,65.76,149.4,84.95,34.82,60.22,211.98,272.83,37.86,38.73,357.76
2020-11-20,28.78,59.24,119.15,22.668,305.76,52.66,37.16,66.39,35.02,140.05,41.87,8.75,11.08,42.46,12.71,85.17,20.16,116.22,35.02,84.86,29.38,18.76,345.74,210.34,43.56,70.71,143.42,36.7,78.2,43.84,938.12,117.03,48.51,29.9,97.0,172.32,52.62,202.95,63.98,147.78,84.86,35.52,60.04,215.12,269.7,37.53,38.73,355.34
2020-11-23,29.11,58.25,122.04,33.615,310.66,52.68,37.7948,66.78,36.09,140.04,41.575,8.87,11.58,42.24,13.9,84.54,23.06,116.06,36.09,86.55,30.81,19.01,348.54,210.09,44.12,73.64,143.02,36.5199,83.34,45.5,930.19,117.38,48.84,32.47,96.91,177.62,53.35,202.31,66.91,146.83,86.55,35.05,60.26,218.03,268.32,37.98,39.61,357.47
2020-11-24,29.725,58.11,113.54,28.12,314.07,53.23,38.9,68.43,36.05,137.54,42.75,9.45,11.52,41.96,13.68,84.71,24.22,117.83,36.05,88.75,31.2,19.49,349.5,213.86,47.04,74.32,144.03,36.6,89.03,45.55,892.37,116.79,49.63,32.86,98.32,177.86,54.8,199.67,70.11,148.2,88.75,34.99,60.645,216.51,276.82,38.51,41.32,363.19
2020-11-25,29.35,61.27,113.92,25.25,309.0,52.93,38.58,67.63,36.5,145.09,42.22,9.085,11.58,41.86,14.75,84.74,24.12,117.96,36.5,87.57,31.13,19.49,357.85,213.75,46.49,74.16,144.13,36.5201,88.04,46.83,903.35,118.09,49.74,32.54,98.19,179.8,54.69,200.74,69.37,148.21,87.57,34.34,60.42,218.13,275.59,39.07,40.73,362.65
2020-11-27,28.77,60.52,112.57,27.985,312.9,52.71,38.47,67.9,35.67,160.61,41.74,9.095,11.14,42.47,16.05,84.92,23.77,116.3,35.67,85.71,31.44,19.19,365.78,215.29,46.7,74.14,144.59,37.255,88.1,48.7,901.69,119.36,50.09,32.38,98.66,179.93,54.63,202.99,70.08,147.91,85.71,34.88,60.64,226.7,277.8,38.98,39.97,363.65
2020-11-30,27.71,61.05,108.8,25.242,311.67,51.6,38.33,67.89,34.76,160.77,41.06,9.09,10.6,42.23,16.5678,85.62,22.76,117.19,34.76,83.39,30.34,18.39,370.3,214.24,45.97,72.88,144.3,38.31,85.76,47.89,929.6801,121.17,48.74,30.73,98.03,179.68,53.73,202.91,68.13,147.76,83.39,32.72,60.57,227.96,277.46,38.01,38.14,362.0
2020-12-01,28.36,59.75,108.86,22.15,313.64,52.04,38.31,67.525,34.76,154.57,41.25,9.24,10.82,42.71,15.81,86.26,23.33,116.91,34.76,84.81,30.53,18.78,377.52,216.21,46.25,73.22,146.07,39.4001,88.64,49.78,966.54,123.03,50.24,31.39,98.81,179.04,54.67,203.16,67.84,150.02,84.81,31.87,60.58,230.31,286.51,38.455,39.01,365.97
2020-12-02,29.13,59.11,107.49,22.92,318.45,52.11,38.27,69.63,34.9,154.62,41.56,9.195,10.91,42.1,16.59,85.76,23.97,114.88,34.9,85.48,29.81,18.88,372.46,215.42,45.28,72.1,144.62,40.8,88.81,49.61,920.14,122.49,51.205,33.14,98.9,176.45,54.77,201.78,68.531,149.25,85.48,32.71,61.36,226.7,287.56,39.84,40.15,366.7599
2020-12-03,29.35,57.98,106.53,22.699,323.29,52.8,38.22,72.535,34.5,154.74,41.05,9.21,11.22,41.61,16.12,85.2,24.1,116.48,34.5,86.27,29.5,19.4,375.41,214.27,46.67,73.48,144.45,40.1,96.7,51.2,932.63,122.41,51.68,34.3,100.13,174.9,54.93,201.33,71.15,149.85,86.27,32.2,61.75,226.87,281.69,42.82,40.42,366.6698
2020-12-04,30.18,58.48,105.51,23.8568,323.265,53.86,38.66,74.5,35.27,155.0,40.93,9.345,11.72,41.69,16.91,85.03,24.93,117.3,35.27,89.14,29.28,19.83,376.96,214.4,47.54,74.29,145.77,40.35,96.18,51.39,933.6,124.65,52.83,34.29,102.28,175.03,55.48,199.99,73.85,150.88,89.14,31.97,61.575,228.24,279.7,43.41,41.87,369.83
2020-12-07,29.81,58.0,102.72,26.98,319.19,53.0,37.94,73.61,34.8,156.99,41.2,9.22,12.4,41.54,16.32,85.4,24.77,117.06,34.8,88.3,29.34,19.42,371.48,214.32,47.66,76.49,145.37,41.25,95.6,52.5,936.2,123.23,52.51,33.07,101.42,172.91,55.49,200.62,74.88,149.66,88.3,32.905,61.36,227.06,285.58,42.44,42.02,369.12
2020-12-08,29.68,58.565,103.01,29.33,322.65,53.19,38.42,73.91,35.14,163.98,41.33,9.24,12.94,41.58,16.92,85.17,25.28,117.52,35.14,89.26,28.29,19.8,371.2,215.99,47.93,76.46,145.52,42.55,97.23,55.06,940.0,124.0,53.23,33.25,101.2,172.73,55.8,202.88,75.34,150.63,89.26,35.7,61.46,230.03,283.24,41.97,42.42,370.1599
2020-12-09,29.97,58.73,104.76,27.19,318.22,53.3,39.01,73.52,36.02,159.03,41.1,9.44,13.09,41.33,13.6576,84.74,24.64,118.02,36.02,88.13,27.45,20.25,363.35,211.41,48.09,75.24,145.63,41.85,100.84,56.03,937.39,122.93,53.35,32.83,100.34,174.05,56.51,200.51,71.64,152.21,88.13,33.77,61.46,224.38,277.92,41.75,41.96,366.89
2020-12-10,29.56,58.61,103.02,28.81,313.54,53.05,38.73,72.21,36.78,165.38,41.21,9.12,13.28,41.54,14.12,84.58,25.735,115.87,36.78,86.89,27.23,20.78,369.44,210.515,48.21,75.2,144.67,41.73,103.85,58.62,949.0,123.0,53.68,32.4,105.38,172.39,56.84,200.6,71.16,149.69,86.89,34.37,60.515,224.04,276.93,41.67,41.82,366.72
2020-12-11,29.34,58.97,100.59,27.19,311.37,53.35,38.39,71.58,36.31,170.09,41.19,9.02,13.3,40.89,13.31,84.67,25.32,115.16,36.31,86.63,26.44,20.49,344.213,213.27,47.29,74.26,144.99,41.12,101.35,59.66,939.98,120.85,53.8,31.33,103.0,171.71,56.33,201.73,69.9,149.09,86.63,34.97,60.36,224.17,273.58,41.54,42.12,366.28
2020-12-14,29.23,58.14,101.27,26.18,310.1,53.27,38.76,69.72,36.15,169.87,41.06,8.9,9.6597,40.9,12.72,84.16,24.13,113.28,36.15,85.73,24.93,20.33,352.37,214.19,45.9,72.64,144.23,39.21,98.94,64.36,927.44,121.27,53.41,31.15,103.31,170.98,56.17,202.38,71.9,149.14,85.73,35.69,59.98,228.11,273.92,41.48,41.33,364.61
2020-12-15,29.65,58.33,102.99,28.24,313.41,53.85,39.23,69.92,36.39,177.81,42.75,9.15,9.7,41.13,13.87,84.77,24.91,113.44,36.39,87.26,27.06,20.82,355.9499,214.16,46.04,74.58,144.77,38.72,100.5,67.86,930.6,123.06,53.69,32.88,104.19,171.39,56.65,203.06,75.2,150.32,87.26,37.78,60.56,228.61,275.68,41.34,42.31,369.57
2020-12-16,29.46,59.37,103.5,31.5132,310.24,53.06,39.07,69.31,36.43,182.26,42.46,9.04,9.7883,42.29,13.85,85.02,24.74,113.81,36.43,86.37,26.81,21.36,363.03,219.19,46.28,74.57,144.88,37.85,99.5,72.78,951.84,125.0,53.43,32.87,103.27,171.68,56.52,203.44,75.85,150.28,86.37,37.32,59.92,232.26,275.7,40.44,42.4,370.14
2020-12-17,29.32,59.26,102.33,35.2,314.35,53.27,39.69,69.6,36.08,187.98,42.65,9.08,9.6899,42.48,14.83,85.66,25.23,115.36,36.08,86.54,26.86,21.47,385.86,219.42,45.97,77.17,145.73,38.03,100.99,76.49,958.095,128.635,53.545,34.02,103.21,171.24,56.56,202.34,77.02,151.77,86.54,38.51,60.01,236.98,274.48,40.89,42.42,372.21
2020-12-18,29.75,58.79,101.9,36.34,308.57,53.67,39.4,69.53,35.96,190.82,42.57,8.96,9.07,42.71,15.63,85.93,24.89,115.88,35.96,84.88,26.92,21.56,378.29,218.15,45.51,76.91,147.01,37.69,101.14,76.62,964.51,127.35,53.15,33.83,103.26,170.0,56.12,203.28,75.44,150.88,84.88,40.21,60.48,236.73,276.15,40.7,41.62,369.13
2020-12-21,29.0,58.06,103.31,37.585,306.15,52.8,39.56,68.7,35.0,189.2,41.51,8.9299,9.31,41.41,15.5202,85.29,24.17,114.39,35.0,84.93,27.46,21.53,373.31,222.57,44.58,77.5,145.46,37.38,101.38,78.54,963.12,125.33,52.81,32.97,102.935,171.73,55.63,202.45,73.82,149.63,84.93,40.49,59.5,234.73,272.95,40.65,42.1,367.93
2020-12-22,28.82,58.02,104.13,48.49,303.3,52.75,38.97,67.225,35.25,197.59,41.77,8.7978,9.18,41.22,19.43,84.37,24.06,114.73,35.25,82.88,27.37,21.13,360.07,223.97,44.42,77.47,144.01,36.74,98.91,82.11,1023.19,125.92,52.65,32.34,102.4016,172.36,55.0,201.38,74.24,148.62,82.88,39.86,59.0,234.92,267.17,39.2778,42.52,367.22
2020-12-23,28.69,58.39,102.31,43.81,308.27,53.07,39.2,68.01,35.64,190.16,41.7,8.98,9.55,41.39,20.58,84.43,24.51,115.15,35.64,84.27,27.06,21.13,355.13,221.02,45.4,77.5,144.46,37.44,101.93,78.3801,1024.74,126.11,53.27,34.04,102.0,174.95,55.72,202.29,76.63,149.44,84.27,38.42,58.97,235.84,268.05,39.86,44.18,367.53
2020-12-24,28.56,58.68,102.56,49.37,308.67,53.44,39.52,67.99,35.56,190.43,41.83,8.855,9.18,41.315,20.2,85.04,24.16,116.2,35.56,83.95,26.18,20.61,351.16,222.71,45.45,78.3,144.98,37.28,101.03,78.07,1011.54,126.16,53.49,33.68,101.97,175.27,56.08,203.8,75.82,149.95,83.95,37.79,58.87,234.32,267.32,39.58,44.59,368.9899
2020-12-28,28.4,59.08,102.62,47.0,312.89,54.15,38.35,68.07,35.81,178.07,42.21,8.885,9.15,41.6,20.98,85.43,23.66,116.33,35.81,85.45,27.88,20.32,351.35,224.96,45.48,75.66,146.91,36.82,103.46,73.48,994.0,130.91,53.54,33.69,104.36,176.35,56.04,202.25,73.63,151.8,85.45,36.47,58.98,232.55,277.0,39.66,45.29,372.14
2020-12-29,28.22,60.12,100.76,40.41,314.25,54.14,37.95,67.93,35.26,177.01,41.85,8.83,8.82,41.77,19.37,85.03,23.5,115.29,35.26,84.76,26.98,19.82,353.16,224.29,45.54,75.99,147.42,37.04,101.58,72.37,979.87,129.95,53.64,32.83,105.62,175.04,56.29,201.68,73.4,151.43,84.76,35.86,58.83,233.6,276.78,39.43,44.48,371.48
2020-12-30,28.16,60.9,101.4,45.4,314.06,54.45,38.46,67.75,34.99,182.97,41.93,8.86,8.71,41.54,19.26,84.74,23.58,114.75,34.99,86.15,27.74,20.42,350.79,221.68,45.25,76.96,147.37,36.75,103.94,70.85,997.05,130.64,53.91,34.31,105.97,173.92,56.43,201.16,73.68,150.61,86.15,36.6,58.14,232.72,271.88,39.34,44.87,371.93
2020-12-31,28.25,60.35,99.81,42.705,321.09,54.82,38.72,68.28,34.59,177.84,42.21,8.79,8.68,41.56,18.81,85.46,23.15,115.56,34.59,85.35,27.27,20.07,347.84,222.37,45.19,75.76,148.31,36.79,103.71,68.63,994.3,130.39,54.03,34.1,106.99,176.31,56.41,201.91,74.29,152.33,85.35,34.52,58.71,236.09,273.2,39.85,44.91,373.85
